,Simplified,Pinyin,Meaning
758,言论,yánlùn,"lecture, open discussion, talking to, speech"
759,差别,chābié,"disparity, contrast, difference, discrepancy, differentiation, distinction, differential"
760,失望,shīwàng,"become disappointed, lose (hope/faith)"
761,建造,jiànzào,"build, construct, make"
762,代价,dàijià,"reward, cost, cost (of doing sth.), forfeit, expense, damage, wages, payoff, terms, toll, price, wage"
763,戴,dài,"wear, put on (of accessories)"
764,跟,gēn,follow
765,常见,chángjiàn,commonly seen
766,房地产,fángdìchǎn,"blockbuster, real estate, realty, real_estate, real property, property"
767,食品,shípǐn,"menu, vivers, viand, chow, eatable, provisions, tuck, foodstuff, viands, nourishment, comestible, tack, nutrient, victual, food, grocery, victualage, cuisine"
768,个别,gèbié,"specifically, very few, specific, one or two exceptional, individual, exceptional"
769,建造,jiànzào,"build, construct, make"
770,来宾,láibīn,"guest, visitant, invitee, visitor"
771,重复,chóngfù,"repeat, duplicate"
772,兼,jiān,"hold two or more jobs concurrently, do concurrently"
773,意外,yìwài,"accident, mishap"
774,秒,miǎo,"chronograph, m.[standard], ,s, sec, second"
775,全体,quántǐ,"great, entirety, general, ensemble, altogether, collectivity, entire, totality, whole body, whole, all, pie, crew, be-all, plenary assembly, en_bloc, wholeness, gamut"
776,方,fāng,"direction, place, region"
777,没想到,méixiǎngdào,unexpectedly
778,足以,zúyǐ,sufficient/enough to
779,损失,sǔnshī,loss
780,当场,dāngcháng,"on the spot, then and there"
781,舒服,shūfú,comfortable
782,凭,píng,"based on, according to"
783,手术,shǒushù,operation
784,之内,zhīnèi,"inside of, among, within"
785,信任,xìnrèn,"trust, have confidence in"
786,血,xiě,"claret, blood, hematic, lifeline, lifeblood, sap"
787,信任,xìnrèn,"trust, have confidence in"
788,公务员,gōngwùyuán,"jobholder, servant, public_servant, official, government official worker, functionary, government employee, public servant, officeholder, officialdom, officer, orderly, civil servant, government officials"
789,浪漫,làngmàn,"dissolute, debauched, romantic"
790,业界,yèjiè,business circles
791,栋,dòng,"ridgepole, m.[general],"
792,暴力,bàolì,"violence, force"
793,腿,tuǐ,"ham, a leg-like support, underpinning, thigh, gamb, shank, supporter, leg"
794,充实,chōngshí,"substantiate, enrich, replenish"
795,公会,gōnghuì,"gild, trade association, consortia, lodge, club, order, governance, professional club, organisation, corporation, professional association, fellowship, consortium, establishment, organization, administration, society, trade council, guild, brass"
796,也就是说,yějiùshìshuō,i.e.
797,升级,shēngjí,"upgrade, go up (in grade/etc.), escalate"
798,指示,zhǐshì,"indicate, point out, instruct"
799,充实,chōngshí,"substantiate, enrich, replenish"
800,古蹟,gǔjī,"antiquity, high spot, national monument"
801,还,hái,"even/still more, in addition, passably, fairly, even"
802,紧急,jǐnjí,"urgent, critical"
803,创业,chuàngyè,"start undertaking, do pioneering work"
804,新竹市,xīnzhúshì,Hsin Chu(city in Taiwan)
805,创业,chuàngyè,"start undertaking, do pioneering work"
806,里头,lǐtóu,"inside, interior"
807,基因,jīyīn,gene
808,崇拜,chóngbài,"worship, adore"
809,风景,fēngjǐng,"view, aspect, vista, panorama, scenery, prospect, scene, sight, landscape"
810,也好,yěhǎo,"particle: showing hesitant acceptance; (in ~也好, ~也好/罷) showing the acceptance or introduction of choices"
811,日期,rìqí,"calendar, when, date"
812,佛教,fójiào,"Bodhisattva, Buddhist religion, Buddhism"
813,一一,yīyī,"one_by_one, one after another, one at a time, one by one"
814,当局,dāngjú,"authorities, (appropriate, concerned) authorities, authority, (appropriate/concerned) authorities, authorization"
815,进,jìn,"receive, eat, drink, take, introduce"
816,格式,géshì,"pattern, form, a style, a format, etiquette, format, style, the form of characters or letters"
817,北部,běibù,"the north, the northern part of the country, northern part"
818,吸食,xīshí,"suck, take in (liquids/narcotics/etc)"
819,天天,tiāntiān,"everyday, every_day, daily, every day, each day"
820,现况,xiànkuàng,current situation
821,纸,zhǐ,paper
822,货,huò,"commodity, idiot, money, blockhead, loading, goods"
823,相反,xiāngfǎn,"offending, adverse, opposite, converse, opposite, contrary, oppose, reverse"
824,按照,ànzhào,"according to, in the light of, on the basis of"
825,特,tè,"unusual, special, extraordinarily"
826,吸食,xīshí,"suck, take in (liquids/narcotics/etc)"
827,见面,jiànmiàn,"meet, see"
828,发动,fādòng,"start, launch, mobilize, arouse"
829,公顷,gōngqīng,m.[standard]
830,主机,zhǔjī,"leader, lead plane, mainframe computer, host, server, mainframe, main engine"
831,随便,suíbiàn,"informal, willful, do as one pleases, wanton, casual, random, careless"
832,资本,zīběn,"capitalization, principal, principal sum, finance, sth. capitalized on, corpus, working capital, capital"
833,发动,fādòng,"start, launch, mobilize, arouse"
834,装,zhuāng,"install, fit, assemble, load, pack, hold"
835,走进,zǒujìn,"enter, step_in, walk in, go in"
836,分类,fēnlèi,sort
837,别,bié,"det.: other, another"
838,泰国,tàiguó,"Siam, Thai, Thailand"
839,伦敦,lúndūn,"capital of the United Kingdom, Greater London, metropolis, London, British capital"
840,秘书,mìshū,"secretarial, secretary, clerk, amanuensis, secretarial assistant"
841,部属,bùshǔ,"category, troops under one's command, staff, subordinate"
842,高度,gāodù,"highly, greatly"
843,问卷,wènjuàn,questionnaire
844,干净,gānjìng,"clean, clear"
845,肝炎,gānyán,hepatitis
846,来临,láilín,"arrive, come, approach"
847,胡,hú,"non-Han peoples in North/West, whiskers, non-Han peoples in West, moustache, dewlap, non-Han peoples in North, non-Han nationalities living in the north and west, beard, Hu, Surname, moustache, beard or whiskers"
848,保证,bǎozhèng,"pledge, guarantee"
849,能否,néngfǒu,can or not
850,肚子,dùzi,"kyte, venter, womb, tummy, belly, stomach, paunch, abdomen, breadbasket, wame, tripe"
851,地震,dìzhèn,quake
852,指定,zhǐdìng,"earmark, appointed, specify, set, domicile, appointment, ticket, fix, name, delegate, specified, express, named, consign, designate, assignment, state, depute, appoint, nominate, dictate, assign, destine, determine"
853,时常,shícháng,"now_and_again, always, frequently, from_time_to_time, somewhile, oft, often"
854,民营,mínyíng,privately run (of enterprises)
855,确保,quèbǎo,"secure, insure, ensure, assure, reassure, guarantee"
856,新台币,xīntáibì,New Taiwanese dollars
857,喊,hǎn,"cry out, yell"
858,途径,tújìng,"track, path, pathway, footpath, avenue, gateway, channel, road, way, pipeline, curriculum"
859,民营,mínyíng,privately run (of enterprises)
860,一路,yīlù,"taking the same route, throughtout the journey, all the way, all along, going the same way, through"
861,输出,shūchū,export
862,敏感,mǐngǎn,"subtle, susceptible, vulnerable, be sensitive, sensitive"
863,温暖,wēnnuǎn,warm
864,可怕,kěpà,"fearful, terrible"
865,生理,shēnglǐ,"physiological, peristalsis, autacoid, endocrinology, chyle, diastole, chyme, physiology, phagocyte"
866,月亮,yuèliàng,"moonlight, Cynthia, moon, lune, Phoebe, Diana, lunar"
867,输出,shūchū,export
868,癌,yán,"tumor, sarcoma, leukemia, cancerous, melanoma, malignant tumor, cancer, malignancy, neoplasm, carcinoma"
869,温暖,wēnnuǎn,warm
870,动机,dòngjī,"motif, need, reason, instance, ground, incentive, signal, intention, motive, motivation, inducement, cause"
871,连,lián,"in succession, one after another"
872,带领,dàilǐng,"lead (army/party/etc.), guide"
873,东南亚,dōngnányǎ,Southeast Asia
874,印表机,yìnbiǎojī,printer
875,成分,chéngfèn,"constitution, class/economic status, composition, economic status, component_part, ingredient, one's profession or economic status, profession, component part, grammatical constituent, class, constituent, one's class status, class status, element, component, metal"
876,据了解,jùliǎojiě,"according to hearsay, it is said that"
877,儒家,rújiā,Confucian school
878,可怕,kěpà,"fearful, terrible"
879,教育,jiàoyū,"educate, teach, inculcate"
880,设法,shèfǎ,"contrive, think up a method, devise, try"
881,储存,chúcún,"lay in/up, store, stockpile"
882,搭配,dāpèi,"group, pair"
883,传输,chuánshū,"transmission, transmit"
884,离,lí,distant/apart from
885,图书,túshū,"picture_book, books"
886,搭配,dāpèi,"group, pair"
887,高科技,gāokējì,"high technology, high tech"
888,治,zhì,"study, research, cure, govern, treat, government, eliminate, harness, rule, manage, wipe out, management, administration, administer, control, punish, treat (disease)"
889,门口,ménkǒu,"porch, portal, doorway, gateway, threshold, room access, door, entering, entrance"
890,外在,wàizài,"external, extrinsic"
891,储存,chúcún,"lay in/up, store, stockpile"
892,符号,fúhào,"sign, denotation, mark, icon, symbolical, symbol, notation, token, insignia, note, symbolic"
893,风貌,fēngmào,"view, scene, elegant appearance and bearing, appearance, style and features, style and feature"
894,名词,míngcí,"phrase, noun, term, synonym, substantive, name"
895,合并,hébìng,"merge, amalgamate"
896,利润,lìrùn,profit
897,合并,hébìng,"merge, amalgamate"
898,抢,qiǎng,"pillage, loot, vie for (work/etc.)"
899,干,gàn,"do, work, fight"
900,无数,wúshù,"countlessness, thousand, limitlessness, infinitude, boundlessness, trillions, millions, myriad, innumerableness, unboundedness, billions, zillions, jillions, host, countless, legion, det.: innumerable, incalculability, million, infiniteness, innumerability, immensity, umpteen"
901,奥运,àoyùn,"Olimpic Games, Olympic Games"
902,就,jiù,"exactly, precisely, only, merely, just"
903,句子,jùzi,sentence
904,娱乐,yúlè,"amusement, entertainment, recreation"
905,百货,bǎihuò,general merchandise
906,分子,fènzǐ,member
907,厉害,lìhài,"terrible, devastating, tough, sharp"
908,零,líng,"det.: zero, naught, nil"
909,厉害,lìhài,"terrible, devastating, tough, sharp"
910,残障,cánzhàng,handicapped
911,国语,guóyǔ,"putonghua, standard language, language, standard Chinese pronunciation, Mandarin Chinese, national language written and spoken, textbook for middle school students, middle school students, Mandarin, mandarin, textbook for primary, textbook for primary/middle school students, textbook for primary school students, vernacular, Mandarin_Chinese, common speech"
912,少女,shàonǔ,"signorina, tomato, puss, teens, Gill, bobbysocker, gill, trick, nymph, chick, pussy, missy, maiden, wench, bobbysoxer, demoiselle, girlish, damsel, girl, sheila, miss, jeune fille, squab, wren, pigeon, colleen, maid, burd, bud, lassie, virgin, girlishness, number, gal, skirt, fille, teenager, quean, lass, quail, shrimp, young girl, maidish"
913,作,zuò,"regard as, take sb. or sth. for, act as, be, become"
914,教堂,jiàotáng,"tabernacle, kirk, house_of_God, church, temple, fane, cathedral, church building, bema"
915,许,xǔ,det.: or so
916,风险,fēngxiǎn,"peril, danger, risk, hazard"
917,教科书,jiàokēshū,textbook
918,黑色,hēisè,black
919,资深,zīshēn,senior
920,就读,jiùdú,"study, attend school"
921,晓得,xiǎode,"tell, know, ken"
922,请问,qǐngwèn,"Excuse me, may I ask...?"
923,增进,zēngjìn,"enhance, promote, further"
924,赢得,yíngdé,"nail down, rake_in, carry_off, nail, peg, conquer, try_for, gain, turn, win, garner, claim, earn, carry, capture, take, notch, nobble"
925,犯罪,fànzuì,commit crime/offense
926,台币,táibì,Taiwanese dollars
927,犯罪,fànzuì,commit crime/offense
928,偶尔,ǒuěr,"once in a blue moon, from time to time, hardly ever, every so often, now and again, seldom, infrequently, on occasion, rarely, betweenwhiles, scarcely, unusually, occasionally, sporadically, every now and then, at times, now and then, once in a while"
929,培训,péixùn,"cultivate, train"
930,譬如说,pìrúshuō,"for example, such as"
931,上帝,shàngdì,"Creator, god, Yahveh, Almighty, almighty, Godhead, Jehovah, Being, Supreme_Being, God Almighty, Maker, Allah, deity, omnipotent, king, abba, Omniscience, omniscient, God, creator, Providence, Omnipotence, Deus, providence, Divine, lording, Lord, lord, maker, Supreme Being, judge, Dominus, Heaven, All-father, Adonai, Father-God, divinity, Father"
932,种,zhòng,"plant, cultivate, sow"
933,辈子,bèizi,"all one's life, lifetime"
934,笔者,bǐzhě,"I, the author, (present) writer, penman, author, writer, spook, the author"
935,丧失,sàngshī,"cost, forfeiture, forfeit, give_away, lapse, loss, bereaved, lose, jump"
936,部长,bùzhǎng,"commissar, manager, superintendent, cabinet minister, head of a section, minister, political commissar, ministerial, secretary, government minister, president, head of a department"
937,寂寞,jímò,be lonely
938,培训,péixùn,"cultivate, train"
939,设有,shèyǒu,set/put up
