,Simplified,Pinyin,Meaning
846,武力,wǔlì,"military unit, armory, armoury, armed force, saber, arsenal, military force, armed strength, armed might, force, bayonet, force of arms"
847,肿瘤,zhǒngliú,tumor
848,题材,tícái,"subject_matter, theme, material, content, subject, subject matter, depicted object"
849,典型,diǎnxíng,"typical, representative"
850,作风,zuòfēng,"path, way of life, idiom, style, way, style of work, expressive style, fashion"
851,初步,chūbù,"initially, preliminarily, tentatively"
852,胃,wèi,"ventriculus, solar_plexus, venter, kyte, gizzard, belly, tummy, paunch, stomach, craw, gastric, breadbasket, gut, tum, abomasum"
853,从未,cóngwèi,"ne'er, never"
854,旅行社,lǔxíngshè,"a tourist agency, travel_agency, a travel agency, travel service/agent, travel service, travel agent, travel agency"
855,聊天,liáotiān,"jaw, visit, talk, claver, confabulate, chaffer, chat, chatter, quack, schmoose, gossip, gos, chin, natter, confab, chitchat, coze"
856,执着,zhízhuó,"rigid, punctilious"
857,乡土,xiāngtǔ,home village
858,顿,dùn,m.[event]
859,非法,fēifǎ,"illegal, wrongfully, wrongful, unlawful, illegitimately, illicitly, unlawfully, lawlessly, nefariously, nefarious, illegally, illegitimate, lawless, illicit"
860,统计,tǒngjì,"add up, count"
861,演唱,yǎnchàng,sing in performance
862,十足,shízú,100 percent;out-and-out;downright
863,介绍,jièshào,introduction
864,古人,gǔrén,"forefathers, our forefather, ancient, ancients, antiquity"
865,穷,qióng,"exhaust, exhausted, impoverished, hard-pressed, pursue to limit, poor"
866,演唱,yǎnchàng,sing in performance
867,细,xì,"fine, exquisite, minute, in small particles, meticulous, thin and soft, thin, careful, light, trifling, slender, delicate, detailed"
868,体力,tǐlì,"breath, brawn, strength, bottom, main, thews, stamina, vigor, energy, physical strength, vigour, vim, physical power, strength of body, vitality, physical power/strength, thew, muscle, sinew"
869,涉嫌,shèxián,"alleged, be a suspect, be suspected of being involved"
870,同性恋,tóngxìngliàn,"homoeroticism, homosexual, homo, inversion, homosexuality, homosexualism, gay, gayness"
871,无聊,wúliáo,"bored, boring, senseless, silly, stupid"
872,机种,jīzhǒng,machine model
873,土,tǔ,"soil, earth, clay, land"
874,边缘,biānyuán,"margin, brink, periphery, bead, brim, borderline, skirt, lip, fringe, delimitation, flange, threshold, boundary line, perimeter, rand, outer boundary, hem, line, border, verge, marginality, marge, skirting, edging, edge, corner, rim"
875,平安,píngān,"safe and sound, quiet and stable"
876,出面,chūmiàn,"act in one's own capacity or on behalf o, act in one's own capacity or on behalf of an organization, act in one's own capacity or on behalf of an organ, appear personally"
877,半导体,bàndǎotǐ,IC
878,平安,píngān,"safe and sound, quiet and stable"
879,工研院,gōngyányuàn,Industrial Technology Research Institute
880,灯,dēng,"blowlamp, lantern, light source, light, lamp, tube, valve, burner"
881,地板,dìbǎn,"boarding, planking, hatch, plat, floorboard, hatchway, floor board, flooring, planch, floor, footplate"
882,舒适,shūshì,"comfortable, cozy"
883,著作权,zhùzuòquán,"right of first publication, copyright"
884,细节,xìjié,"circumstance, minutiae, nicety, minutia, speciality, item, detail, particulars, punctilio, particular, point, specific, respect, regard, details"
885,侵害,qīnhài,"encroach on (other's rights), violate"
886,好看,hǎokàn,"embarrassed, interesting, nice, good-looking, delightful"
887,立,lì,"set up, erect"
888,器材,qìcái,"materials, materiel, equipment"
889,地形,dìxíng,"topography, physique, landscape, terrain, chorography, landform"
890,欢乐,huānlè,"happy, joyous, gay"
891,说出,shuōchū,"disclose, utter, articulation, bite out, talk, escape, broach, outtell, get off, articulate, pass, speak, fall, disembosom, babble, shoot, speak out, outspeak, mouth, verbalize"
892,阳明,yángmíng,"philosopher who stressed intuition in opposition to Zhu Xi's ""investigation of things"""
893,正义,zhèngyì,justice
894,分散,fēnsàn,"divert, diversify, diffract, disperse, deconcentrate, decentralize, dispel, disgregate, decentralization, scatter, distract, decentralise, shed, break up, dispersal"
895,回忆,huíyì,"recollect, recall"
896,测验,cèyàn,test
897,欢乐,huānlè,"happy, joyous, gay"
898,海报,hǎibào,"throwaway, poster, bill, flier, flyer, broadside, a playbill, a placard, circular, playbill, placard, broadsheet, handbill, a poster"
899,高阶,gāojiē,high-class
900,副教授,fùjiàoshòu,"associate_professor, associate professor"
901,信念,xìnniàn,"confession, tenet, strong belief, belief, creed, persuasion, conviction, opinion, faith"
902,花费,huāfèi,"spend, expend"
903,自在,zìzài,"comfortable, unrestrained, at_ease, free"
904,刺激,cìjī,stimulation
905,技能,jìnéng,"know-how, mastery of a technique, ability, acquisition, acquirement, mastery of a skill, proficiency, skill, craft, technical ability, technique, mastery of a skill/technique, facility, quality, faculty"
906,私立,sīlì,"privately run, private"
907,回忆,huíyì,"recollect, recall"
908,维修,wéixiū,"keep in (good) repair, maintain"
909,压迫,yāpò,"oppress, repress, constrict"
910,戏剧,xìjù,"dramatic_work, dramatic composition, theatricals, dramatic work, stage, theatre, theater, drama, dramaturgy, play, dramatic art, boards, dramatics"
911,公佈,gōngbù,"promulgate, announce, publish"
912,廿,niàn,det.: twenty
913,公佈,gōngbù,"promulgate, announce, publish"
914,升学,shēngxué,enter higher school
915,闹,nào,"give vent, be troubled by, give vent to anger, suffer from, make a noise, do, stir up trouble, make, go in for"
916,上下,shàngxià,"above and below, up and down, high and low, superior and inferior, senior and junior, old and young, ruler and subject, heaven and earth"
917,说道,shuōdào,"talk over, say"
918,升学,shēngxué,enter higher school
919,自有,zìyǒu,"have, possess, own"
920,维修,wéixiū,"keep in (good) repair, maintain"
921,传,chuán,"pass (on), hand down, impart, teach, spread, transmit"
922,走上,zǒushàng,"move toward, take, mount, head for"
923,没办法,méibànfǎ,"unable to, cannot"
924,爬,pá,"swarm, creep, shin, grabble, crawl, climb, go up, trail, climb up, mount, clamber, scramble"
925,哪些,nǎxiē,det.: which
926,清洁,qīngjié,"clean, sanitary"
