,Simplified,Pinyin,Meaning
959,忍心,rěnxīn,"unfeeling, be hardhearted enough to, have the heart to"
960,判定,pàndìng,"judge, determine"
961,政治家,zhèngzhìjiā,"politician, solon, statesman, national leader, statist"
962,气流,qìliú,"breath, draught, overdraft, air_current, airstream, windage, air current, airflow, draft"
963,交涉,jiāoshè,"negotiate, make representations"
964,救济,jiùjì,"relieve, succor"
965,判定,pàndìng,"judge, determine"
966,香港人,xiānggǎngrén,Hong Konger
967,陆地,lùdì,"terrene, ground, earth, shore, landfall, solid ground, terra_firma, dry_land, terra firma, continent, dry land, land, terrestrial"
968,租金,zūjīn,"reprise, hire, letting, charterage, rental, rent, paycheck, borrowing cost"
969,最终,zuìzhōng,"last, final"
970,救济,jiùjì,"relieve, succor"
971,接手,jiēshǒu,take over (duties/etc.)
972,陶器,táoqì,"lathe, clayware, crockery, pottery, ceramic, ware, china, jug, earthen, earthenware, ceramics"
973,绅士,shēnshì,"gentlemen, gentry"
974,杀手,shāshǒu,"hit man, killer, able person"
975,深信,shēnxìn,firmly believe
976,神色,shénsè,"aspect, expression, look"
977,宣扬,xuānyáng,"publicize, propagate, advertise"
978,夏,xià,Surname
979,炸弹,zhàdàn,bomb
980,所及,suǒjí,from what one reaches
981,放眼,fàngyǎn,"take broad view, scan widely"
982,建设局,jiànshèjú,Department of Economic Development
983,炸,zhà,"saute, explosion, scamper, explode, blast, fry, flare up, deep-fry, blow up, fly into rage, flee in terror, bomb, burst"
984,明瞭,míngliǎo,"take_in, clarify, be clear about, understand, manifest"
985,青睐,qīnglài,"favor, good graces"
986,红包,hóngbāo,"payola, payoff, kickback, bonus, bribe, red paper bag with gift money"
