,Simplified,Pinyin,Meaning
828,承受,chéngshòu,"bear, support, endure, inherit (legacy/etc.)"
829,地带,dìdài,"belt, side, corridor, zone, geographical zone, terrain, region, district"
830,订单,dìngdān,"order_form, order, order form, order form for goods, purchase order, indent"
831,优异,yōuyì,"excellent, outstanding"
832,拓展,tuòzhǎn,expand
833,查,chá,"look into, consult, look up, search, investigate, consultation, audit, examination, investigation, check, examine"
834,娶,qǔ,"get married, conjoin, espouse, wive, take to wife, marry, get hitched with, hook up with, wed, take a wife"
835,偷偷,tōutōu,"on the QT, secretly, stealthily, on the Q.T., in secret"
836,接获,jiēhuò,receive
837,发给,fāgěi,"hand_out, distribution, issue, go, distribute, give_out, grant"
838,强迫,qiángpò,"require, oust, press-gang, impose, obtrude, coerce, sandbag, coercion, force (sb. to do sth.), enforce, pressure, compel, force, compulsory, push out, hustle, constrain, blackmail, strain, starve, oblige, thrust out, thrust, bear, impel, bulldoze, dragoon, force-feed, blackjack, high-pressure"
839,如此一来,rúcǐyīlái,"so that, with the result that"
840,言,yán,"word, talk, character, speech"
841,天然,tiānrán,natural
842,暗,àn,"unclear, dull, hidden, dim, dusk, secret, dark"
843,爱好,àihào,"love, like, be fond of, be keen on"
844,帽子,màozi5,"castor, lid, cap, brand, headgear, chapeau, titfer, hat, headpiece, label, amice, tag"
845,凝聚,níngjù,"condense (of vapor), coalesce, concentrate"
846,彰化县,zhānghuàxiàn,Chang-hwa (a county in Taiwan)
847,树木,shùmù,trees
848,乙,yǐ,det.: second
849,太过,tàiguò,"unduly, troppo"
850,听见,tīngjiàn,hear
851,藉以,jièyǐ,"conj.: so as to, for the purpose of, by way of"
852,缴,jiǎo,"turn_in, hand in, hand over/in, capture, pay, in, shell_out, hand over"
853,爱好,àihào,"love, like, be fond of, be keen on"
854,简化,jiǎnhuà,simplify
855,富,fù,"be rich in, be full of"
856,简化,jiǎnhuà,simplify
857,防范,fángfàn,"be on guard, keep lookout"
858,论元,lùnyuán,argument
859,週期,zhōuqí,"period, cycle"
860,地下,dìxià,"subterranean, underground, secretly, subsurface, secret, secret activity"
861,肩,jiān,shoulder
862,男孩子,nánháizi5,"shaver, man, lad, boy"
863,周遭,zhōuzāo,"entourage, all around, about, vicinity, surrounding, round, around"
864,悄悄,qiāoqiāo,"silently, stealthily, quietly"
865,南港,nángǎng,"Southport, Nankang"
866,返,fǎn,return
867,淡江,dànjiāng,Tamkang University
868,陶瓷,táocí,"pottery and porcelain, ceramic, ceramics, china"
869,答复,dáfù,"answer, reply"
870,素质,sùzhí,"calibre, fibre, stuff, vocation, diathesis, caliber, character, strain, predisposition, quality, timber"
871,恨,hèn,"regret, hate, detest, be exasperated"
872,作战,zuòzhàn,"do battle, war, fight, battle, conduct operations"
873,坚定,jiāndìng,"stabilizing, firm, steadfast, staunch, strengthen"
874,增强,zēngqiáng,"strengthen, enhance"
875,耳朵,ěrduǒ,"auricle, lobe, lobule, ear, auditory, lap, lug, lappet"
876,对立,duìlì,"oppose, set sth. against, be antagonist to"
877,综合,zònghé,synthesize
878,欢喜,huānxǐ,"like, be fond of"
879,模仿,mófǎng,"imitate, follow example of"
880,默默,mòmò,"quietly, silently"
881,申诉,shēnsù,"appeal, complain"
882,欢喜,huānxǐ,"like, be fond of"
883,增强,zēngqiáng,"strengthen, enhance"
884,左手,zuǒshǒu,"the left hand, left, left hand, left-hand side, one's left hand"
885,申诉,shēnsù,"appeal, complain"
886,入侵,rùqīn,invade
887,世人,shìrén,"earthman, tellurian, subcelestial, temporalty, laity, people, earthling, common people"
888,入侵,rùqīn,invade
889,友人,yǒurén,friend
890,文教,wénjiào,culture and education
891,面包,miànbāo,"bun, staff of life, cookie, breadstuff, bread"
892,转,zhuǎn,"convey, pass on, transfer, transmit"
893,课业,kèyè,"task, lessons, schoolwork, lesson"
894,团,tuán,"group, society, organization"
895,天文,tiānwén,astronomy
896,彩券,cǎijuàn,lottery ticket
897,优先,yōuxiān,"preferentially, preemptively"
898,对立,duìlì,"oppose, set sth. against, be antagonist to"
899,材质,cáizhí,"stuff, material"
900,埃及,āijí,Egypt
901,看待,kàndài,"apprehend, treatment, treat, look upon, regard"
902,连结,liánjié,"join, link"
903,货物,huòwù,"portage, freight, hotshot, shipment, transit, payload, lading, load, commodity, traffic, salework, shipload, bale, consignment, ware, store, cargo, goods, loading, article, merchandise, invoice, charge, freightage"
904,米,mǐ,"rice, shelled/husked seed"
905,做生意,zuòshēngyì,"merchandise, deal, trade, sell, do business"
906,连结,liánjié,"join, link"
907,深度,shēndù,"measurement, fullness, profundity, depth, level, deepness, fulness, profoundness"
908,试用,shìyòng,try out
909,模仿,mófǎng,"imitate, follow example of"
910,钓鱼台,diàoyūtái,an island
911,试用,shìyòng,try out
912,起伏,qǐfú,"rise and fall, undulate"
913,等级,děngjí,"graduated table, rate, degree, graduation, gradation, ordering, magnitude, caste, grade, social status, ranking, order, class, gree, scale of measurement, step, stream, estate, station, rating, value, echelon, order and degree, ordered series, scale, rubric, notch, division, rank, order of magnitude"
914,开学,kāixué,"start school, begin term"
915,椅子,yǐzi5,chair
916,排斥,páichì,"repel, exclude, reject"
917,起伏,qǐfú,"rise and fall, undulate"
918,排斥,páichì,"repel, exclude, reject"
919,痕迹,hénjī,"spark, taint, scrape, show, imprint, trace, vestige, spoor, sign, track, nick, mark, print, scar, scratch, scent, ash, vestigial, trail, impression"
920,总会,zǒnghuì,"be bound to, be inevitable, be sure to happen"
921,影子,yǐngzi5,"umbra, sign, silhouette, reflection, trace, shadow, vague impression"
922,制造业,zhìzàoyè,"manufacture, industry, manufacturing industry"
923,应当,yīngdāng,should
924,调节,tiáojié,"regulate, adjust"
925,总理,zǒnglǐ,"premier, prime minister"
926,战场,zhàncháng,"field of battle, plain, theatre, camp, cockpit, battlefield, theater, battleground, field, battlefront"
927,无穷,wúqióng,"infinite, endless, inexhaustible"
928,整齐,zhěngqí,"in good order, neat, tidy, even, regular"
929,弹,tán,pluck/play (musical instrument)
930,公文,gōngwén,official document
931,牛奶,nióunǎi,cow's milk
932,毛病,máobìng,"trouble, mishap, breakdown, defect, shortcoming, fault, mistake, illness"
933,出土,chūtǔ,"be unearthed, come out of the ground"
934,公正,gōngzhèng,impartial
935,转型,zhuǎnxíng,"change, transform"
936,圆,yuán,"round, satisfactory, comprehensive"
937,转型,zhuǎnxíng,"change, transform"
938,望远镜,wàngyuǎnjìng,telescope
939,类别,lèibié,"category, cubbyhole, categorization, race, kind, categorisation, reduction, persuasion, regimentation, rubric, classification, sort"
940,承担,chéngdān,"bear, undertake, assume"
941,虚拟,xūnǐ,"conjecture, fictitious, pseudo, suppositional, fantasy"
942,经济,jīngjì,"economical, thrifty, of economic value"
943,老兵,lǎobīng,"veteran soldier, veteran_soldier, campaigner, veteran, old soldier"
944,江,jiāng,river
945,流,liú,"spread, circulate"
946,完全,wánquán,"complete, whole"
947,研究室,yánjiùshì,"study, research room, research group"
948,客厅,kètīng,"front room, livingroom, parlour, salon, family room, parlor, drawing_room, living_room, drawing room, sitting_room, living room, sitting room, drawing, drawing/living room"
949,捕捉,bǔzhuō,"seizure, seize, tackle, capture, snare, nobble, get, catch"
950,做人,zuòrén,"conduct oneself, behave, be an upright person"
951,承办,chéngbàn,undertake
952,粒子,lìzǐ,"particulate, particle, apparatus"
953,承担,chéngdān,"bear, undertake, assume"
954,消极,xiāojí,"negative, passive, inactive"
955,排,pái,m.[general]
956,得分,défēn,score
957,站起来,zhànqǐlái,"stand_up, stand up, rise, arise, get up"
958,从中,cóngzhōng,"out of, from among, therefrom"
959,郝,hǎo,"Hao, Surname"
960,承办,chéngbàn,undertake
961,注册,zhùcè,register
962,坏人,huàirén,"hellion, bad person, scoundrel, badman, baddie, villain, malefactor, evildoer"
963,问道,wèndào,ask
964,捉,zhuō,"clutch, cop, grasp, nip, hold, seize, capture, take hold of, hent, catch"
965,退出,tuìchū,"withdraw from, quit"
966,开玩笑,kāiwánxiào,"kid, spoof, jive, gag, make fun of, josh, daff, rot, quip, chaff, rib, banter, jolly, fun, sport, put_on, clown, fool, droll, jape, joke, skylark, jest, jocose, crack a joke"
967,注册,zhùcè,register
968,搭乘,dāchéng,"travel by, travel, travel (by a conveyance), jet, take, fly, hitching, get_on"
969,软,ruǎn,"soft, weak, pliant, poor in quality"
970,无关,wúguān,have nothing to do with
