,Simplified,Pinyin,Meaning
879,导遊,dǎoyóu,tourist guide
880,墙壁,qiángbì,wall
881,录取,lùqǔ,"enroll, recruit, admit"
882,绿地,lùdì,"greenness, greenery patches, meadow, grassland"
883,荣民,róngmín,veteran
884,紧密,jǐnmì,"settle, close together, rapid and intense, compact, inseparable, close"
885,录取,lùqǔ,"enroll, recruit, admit"
886,战火,zhànhuǒ,flames of war
887,线上,xiànshàng,"network, on line"
888,试办,shìbàn,run pilot scheme
889,发,fā,"send out, deliver, start, set out, begin"
890,壳,ké,"plate, crust, shell, case, test, theca, hard surface, exuviae, eggshell, hull, rind, casing, cod, valve, scale, housing, husk, shuck"
891,试办,shìbàn,run pilot scheme
892,干预,gānyū,"intervene, interfere"
893,飘,piāo,"blow about, float, blow/drift about, flutter, wave, blow, drift about"
894,过世,guòshì,"die, pass away"
895,药品,yàopǐn,"pharmaceutical, medicines and chemical reagents, drug, restorative"
896,安置,ānzhì,"find place for, help settle down, arrange for"
897,额外,éwài,"extra, added, additional"
898,开出,kāichū,"open up, make_out, out"
899,露营,lùyíng,"camp out, encamp, bivouac"
900,简报,jiǎnbào,"bulletin, brief report"
901,赞同,zàntóng,"approve of, endorse"
902,简易,jiǎnyì,"simple and easy, simply constructed, unsophisticated"
903,赞同,zàntóng,"approve of, endorse"
904,巴士,bāshì,bus
905,代表性,dàibiǎoxìng,typology
906,下班,xiàbān,get_off
907,用力,yònglì,"exert self, exert oneself, put forth one's strenght, exert self (physically)"
908,倾向,qīngxiàng,"be inclined to, side with, prefer"
909,全然,quánrán,"at_all, in_the_least, diametrically, aught, entirely, all_over, for_all_the_world, right-down, completely"
910,露营,lùyíng,"camp out, encamp, bivouac"
911,简易,jiǎnyì,"simple and easy, simply constructed, unsophisticated"
912,思索,sīsuǒ,"study, puzzle, deliberate, cogitate, devise, think deeply, speculate, consider, contemplate, meditate, ponder"
913,美食,měishí,"cate, luxury, good food, delicious food, fleshpot"
914,修饰,xiūshì,"decorate, adorn, embellish, make/dress up, polish (a piece of writing)"
915,信赖,xìnlài,"trust, count on, have faith in"
916,突出,túchū,outstanding
917,信赖,xìnlài,"trust, count on, have faith in"
918,美学,měixué,"aesthetic, aesthetics, esthetics, esthetic"
919,深受,shēnshòu,passive signifier
920,美女,měinǔ,"looker, bombshell, siren, cookie, peach, dish, sweetheart, peri, lulu, beautiful woman, charmer, smasher, belle, knockout, mantrap, Venus, stunner, beauty, lovely"
921,吸毒,xīdú,take drugs
922,防火,fánghuǒ,"fireproof, prevent fire, fire prevention"
923,取出,qǔchū,"uncase, withdraw, retrieval, dislodge, educe, retrieve, take out, take away, dredge, withdrawal, draw, gut, get, fish, bring forward"
924,安置,ānzhì,"find place for, help settle down, arrange for"
925,何在,hézài,"where?, what place?"
926,修养,xiūyǎng,"accomplishment, training, mastery, self-cultivation"
927,钓鱼,diàoyū,"go fishing, fish, go angling, angle"
928,后续,hòuxù,follow up
929,约束,yuēshù,"control, restrain, bind"
930,探究,tànjiù,investigate
931,消费,xiāofèi,consume
932,过世,guòshì,"die, pass away"
933,诠释,quánshì,"annotate, expound"
934,私下,sīxià,"tete-a-tete, in private/secret, in private, privately, in secret, secret"
935,这样子,zhèyàngzi5,"so, this way"
936,穿梭,chuānsuō,"weave, shuttle back and forth, waver, shuttle"
937,敏锐,mǐnruì,"keen, incisive, acute, sharp"
938,约束,yuēshù,"control, restrain, bind"
939,高手,gāoshǒu,"dab, master-hand, expert, master, facility, proficient, ace"
940,核定,hédìng,"check and ratify, appraise and decide"
941,探究,tànjiù,investigate
942,纽西兰,niǒuxīlán,"House_of_Representatives, New_Zealand, short for Xin1jiang1, Xi1zang4, Lan2zhou1 (punning complaint at distant job assignment), New Zealand"
943,优待,yōudài,special treatment
944,散发,sànfā,"spray, radiate, emission, send out, give forth, exhale, distribution, diffuse, distribute, emit, issue, diffusion, emanate, send forth, sent out, give out, reek, furnace"
945,农会,nónghuì,peasant association
946,经销,jīngxiāo,"sell on commission, sell"
947,麻醉,mázuì,"anesthesize, poison, drug"
948,硬,yìng,doggedly
949,条约,tiáoyuē,"accord, understanding, pact, convention, concord, agreement, treaty"
950,校友,xiàoyǒu,"schoolfriend, alumnus, alum, old_boy, alumna, schoolfellow, old boy"
951,浅,qiǎn,"shallow, superficial, easy, simple, light (of color)"
952,产物,chǎnwù,"result, development, child, offspring, product, outcome, fruit, progeny, spawn"
953,动工,dònggōng,begin construction
954,犹如,yóurú,"like, as, just as, be just as, be just like/as, be just like"
955,台视,táishì,"Taiwan Television Enterprise Ltd, TTV"
956,习性,xíxìng,"habits and characteristics, leaning, aptitude, habitude, propensity, habit, proclivity, habit and characteristic, habitus, inclining, temperament"
957,推销,tuīxiāo,"promote sale of, peddle"
958,深厚,shēnhòu,"deep, profound, solid, deep-seated"
959,晚会,wǎnhuì,"evening entertainment, soiree, evening party, social evening, party, evening, evening entertainment/party"
960,动工,dònggōng,begin construction
961,避,bì,"avoid, preclude, evade, repel, prevent, forbid, ward off, shun, keep away, forestall, foreclose, stay away from"
962,体会到,tǐhuìdào,"know/learn from experience, realize"
963,濒临,bīnlín,"near, border on, be close to, verge, be on the verge of, be on verge of"
964,凡事,fánshì,everything
965,练习,liànxí,practice
966,才能,cáinéng,"ability, talent"
967,县立,xiànlì,"county-established, cantonal"
968,打球,dǎqiú,play a ball game using arms/hands
969,手工,shǒugōng,handwork
970,地检署,dìjiǎnshǔ,The Prosecutorial Agency
971,位元,wèiyuán,m.[standard]
972,肉体,ròutǐ,"soma, physical structure, body, corporality, the body, fleshly, clay, flesh and blood, flesh, somatic, the human body, organic structure, clod"
973,付费,fùfèi,"fee, expense, pay"
974,拥挤,yǒngjǐ,"crowded, pushed and squeezed together"
975,余,yū,"det.: odd, plus"
976,架设,jiàshè,erect (on stilts/posts)
