,Simplified,Pinyin,Meaning
744,明白,míngbái,"clarify, downright, recognize, agnize, tumble, follow, make out, catch, understand, discern, think, know, seize, agnise, twig, realize, get, realization"
745,竟然,jìngrán,"unexpectedly, to one's surprise"
746,光,guāng,"light, ray, brightness, honor, glory, luster"
747,迅速,xùnsù,"fast, speedy, rapid, prompt"
748,睡,shuì,sleep
749,大多数,dàduōshù,"det.: most of, the majority of"
750,不良,bùliáng,"unhealthy, harmful, bad"
751,自动,zìdòng,automatic
752,哦,ó,particle: used when informing sb. of st. (to draw people's attention); indicating mild imperative/suggestion/exclamation/guess/etc.
753,突破,túpò,"make a breakthrough, surmount"
754,后面,hòumiàn,"rear, back, in the rear, latter, behind, rearward, at the back"
755,污染,wūrǎn,"pollute, contaminate"
756,陆续,lùxù,"continuously, one after another, in succession"
757,飞,fēi,"hover in the air, flight, hover, volatilize, wing, disappear through volatilization, flutter, skip, hover/flutter in the air, fly, blow, flutter in the air, flit"
758,内心,nèixīn,"interior, inner being, conscience, inside, breast, bosom, innermost being, incenter, heart"
759,女子,nǔzǐ,"lady, female, femme, young lady, adult female, missy, young woman, fem, moll, womankind, fille, damsel, girl, miss, woman, wren, blade"
760,玻璃,bōlí,"plastic, vitrum, putty, vitreous, nylon, window, windowpane, cutter, glass"
761,神,shén,"god, supreme, architect, Thor, superpersonality, Providence, providence, Deus, immortal, energy, numen, Being, divine, being, Surname, maker, Allah, vitality, look, deity, spirit, gum, omnipotent, anthropomorphism, expression, mind, soul, omniscience, immortality, omniscient, kami, Elohim, divinity"
762,中,zhōng,China
763,市民,shìmín,"citizen, burgess, citizenry, metropolitan, townsman, townsfolk, town, towner, civic, residents of a city, townee, burgher, townspeople"
764,承认,chéngrèn,"receive, acknowledge, okay, approbate, validate, recognize, avow, admittance, count, confess, sanctify, grant, countersign, avouch, admit, acknowledgement, reckon, own, sanction, give diplomatic recognition, concede, cede, give, ratify, agree, recognise, accept, recognition, yield, allow, endorse, profess"
765,不满,bùmǎn,"resentful, dissatisfied"
766,年龄,niánlíng,"summer, age"
767,近,jìn,det.: close
768,记忆,jìyì,memory
769,打算,dǎsuàn,"mean, specify, plan, think, intention, propose, design, purpose, contemplate, allot, destine, calculate, intend, designate, be after"
770,应用,yìngyòng,"apply, use"
771,老板,lǎobǎn,"proprietor, chief, shopkeeper, Tuan, baas, honcho, hirer, storekeeper, milord, bwana, mugwump, cit, market keeper, buckra, governor, boss, joss, tradesman, employer, guv"
772,成熟,chéngshú,"ripe, mature"
773,进,jìn,"enter, come/go into, advance"
774,证明,zhèngmíng,"prove, testify, bear out"
775,国立,guólì,"run, state, state maintained, national, state-run, state-maintained, national run, state/national maintained/run, national maintained"
776,施工,shīgōng,work on (of construction)
777,口,kǒu,mouth
778,名,míng,"name, fame, reputation"
779,叫做,jiàozuò,"clepe, be known as, be called, call"
780,入,rù,"agree with, set (of sun), set, take in, join, receive, be admitted into, become a member of, enter, descend, infiltrate, conform with, conform to, interlard"
781,包含,bāohán,"comprehend, consist of, subtend, imply, boast, go, colligate, include, hold, encompass, embrace, bear, carry, comprise, incorporate, cover, embody, connote, consist in, house, subsume, contain"
782,场所,chángsuǒ,"site, digging, terrain, locality, point, arena, scene, room, locus, location, locale, stead, scene of action, lieu, amenity, meridian, where, spot, space, land site, place, seat"
783,后,hòu,"rear, back, behind"
784,行,xíng,"go, travel, prevail, circulate, be current"
785,休息,xiūxí,"repose, have, lie dormant, respire, take time off, have a rest, take a rest, take off, relax, take_time_off, have/take a rest, rest"
786,从来,cónglái,"all along, at all times, always"
787,东,dōng,east
788,要是,yàoshì,"conj.: if, suppose, in case"
789,适应,shìyìng,"be accustomed to, conform, be used to, fit, humor, gear, orient, phase, adjust, accommodate, be accustomed, be inure to, get used to, adaptation, adapt, suit"
790,工会,gōnghuì,trade/labor union
791,原,yuán,"primary, original"
792,听说,tīngshuō,"hear, understand, learn, rumor, hear that..., hear/understand that..., be told, understand that..., hear of"
793,高级,gāojí,"high-level, high-class, quality"
794,距离,jùlí,distance
795,不易,búyì,uneasy
796,有没有,yǒuméiyǒu,have or not have
797,不易,búyì,uneasy
798,人性,rénxìng,"reason, hypostasis, humanitarianism, normal human feelings, humanness, humanity, humanism, human nature, flesh, humanistic, manhood"
799,走到,zǒudào,go to
800,拍,pāi,"clap, pat, lick sb.'s boots"
801,马,mǎ,horse
802,规则,guīzé,"rule, regulation"
803,以外,yǐwài,"other than, except, beyond, outside"
804,关怀,guānhuái,show loving care/concern for
805,另一方面,lìngyīfāngmiàn,conj.: on the other hand
806,实力,shílì,"strength, actual strength, efficiency"
807,靠,kào,"lean against, keep to, get near, come up to, near, depend/rely on"
808,假如,jiǎrú,"conj.: if, supposing, in case"
809,研发,yánfā,"research and develop, R&D, research and develop something, research and development"
810,攻击,gōngjí,"attack, assault, accuse, vilify"
811,干部,gànbù,"organizer, staff, cadre"
812,资格,zīgé,"claim, credential, prerequisite, character, capability, qualifications, requirement, qualification, capacity, root/basis part of a character, status, sufficiency, seniority, competence, fitness, competency, condition"
813,引进,yǐnjìn,"recommend, introduce from elsewhere"
814,做到,zuòdào,"achievement, accomplishment, achieve, accomplish"
815,吃饭,chīfàn,"feed, dine, make a living, keep alive, have a meal, eat"
816,保险,bǎoxiǎn,insurance
817,发行,fāxíng,"issue, publish, distribute, put on sale"
818,坏,huài,spoiled
819,证券,zhèngquàn,"document, bond, bill, stock certificate, security, certificate, portfolio, bond certificate, negotiable securities, stock"
820,大幅,dàfú,to a great extent
821,还有,háiyǒu,"conj.: furthermore, in addition"
822,公斤,gōngjīn,m.[standard]
823,性质,xìngzhí,"kidney, attribute, fibre, description, affection, temper, nature, self, mold, temperament, property, composition, character, hair, bent, kind, disposition, habitude, meridian, dimension, quality, note, sort"
824,某些,mǒuxiē,"little, some, det.: come"
825,幸福,xìngfú,happy
826,以上,yǐshàng,the above/foregoing/above-mentioned
827,明确,míngquè,"define, make clear/definite, make definite, definite, make clear"
828,联盟,liánméng,"conference, alliance, coalition, hookup, ally, Verein, confederacy, federacy, circuit, combination, Bund, confederation, federation, union, bloc, league, axis"
829,主持,zhǔchí,"preside, head, care of, take care of, preside over, chair, minister, sponsor, direct, uphold, direction, take charge/care of, take charge of, moderate, emcee, celebrate, manage, host, mastermind, officiate, stand for, managment, run, take charge, compere"
830,一再,yīzài,"repeatedly, again and again, time and again, over_and_over"
831,保育,bǎoyū,child care
832,师生,shīshēng,teacher and student
833,立委,lìwěi,legislator
834,改,gǎi,"alteration, rectification, transformation, change, correct, put ... right, transform, rectify, revision, switch over to, ameliorate, revise, put right, amend, correction, gybe, alter"
835,年,nián,"age, New Year, a period in one's life, a period in history, harvest"
836,保育,bǎoyū,child care
837,多半,duōbàn,det : the greater part
838,管道,guǎndào,"pipeline, conduit, piping, channel (for communication/etc.)"
839,绝不,juébù,"to no degree, by no means, scarcely, nowise, not by a long sight, not by a blame sight, never, ne'er, hardly"
840,报,bào,"newspaper, periodical, bulletin, telegram"
841,认同,rèntóng,"identify, have meeting of the minds"
842,一致,yīzhì,"symphonize, coheiress, identical, quadrate, accord, coincide, equate, homologize, answer, comport, concur, consist, unanimous, chime_in, agree, jibe, unite, square, correspond, consort"
843,最多,zuìduō,the majority
844,股票,gǔpiào,"capital stock, share, stock certificate, security, share certificate, stock"
845,作者,zuòzhě,"composer, author, writer, wright, paragrapher, auteur, paternity"
846,岛,dǎo,"island, isle"
847,细胞,xìbāo,cell
848,病毒,bìngdú,"worm, viral, virus"
849,卫生,wèishēng,"hygiene, health, sanitation"
850,易,yì,easy
851,抗议,kàngyì,protest
852,免费,miǎnfèi,"be free of charge, free_of_charge, gratuitous, gratis"
853,抗议,kàngyì,protest
854,教育局,jiàoyūjú,Bureau of Education
855,哪,na,particle: formed by linking syllable ending in n with particle a
856,农业,nóngyè,"farm, farming, geoponics, husbandry, agricultural, plow, agriculture"
857,管制,guǎnzhì,"regulate, govern, guard, break_in, tie_up, tutor, regularize, put under surveillance, order, control"
858,一定,yīdìng,certain
859,自动化,zìdònghuà,automation
860,展示,zhǎnshì,"reveal, lay bare"
861,情感,qínggǎn,"affect, friendship, sensibility, bond, emotion, bosom, breast, sentiment, emotional, chasm, feeling, feelings"
862,热,rè,hot
863,一边,yībiān,"at the same time, simultaneously;on the one/other hand"
864,自动化,zìdònghuà,automation
865,忘,wàng,"forget, overlook, neglect"
866,拒绝,jùjué,"deny, rebut, bar, repel, naysay, scout, abnegate, overrule, reject, decline, disclaim, eliminate, refusal, deduct, turn away, snub, shut, thumb, debar, abjure, override, exclude, recant, turndown, withhold, renunciate, retract, repudiate, forswear, turn_down, turn down, nill, kick, brush_off, repulse, rule out, brush off, recoup, pass up, rebuff, rejection, renounce, refuse, nix, foreclose"
867,只有,zhǐyǒu,"conj.: only, alone"
868,妻子,qīzǐ,"frow, feme, married woman, wifelike, wife, woman, femme, missis, squaw"
869,行业,hángyè,"metier, mystery, profession, line, game, craft, calling, trade, industry, biz, walk_of_life, racket, living"
870,经理,jīnglǐ,"amaldar, intendant, manager, steward, executive, managing director, exec, director, skipper, syndic, executive director"
871,那样,nàyàng,"that kind of, like that"
872,和平,hépíng,"mild, peaceful"
873,哭,kū,"greet, cry, weep"
874,城,chéng,"wall, city wall, city, kasbah, town, township, burgh, castle, burg"
875,根,gēn,m.[general]
876,主人,zhǔrén,"lord, housemaster, host, symposiarch, marse, bwana, padrone, boss, master, baas, provider, mast, owner, landlord"
877,厂,chǎng,"factory, mill, plant, works, yard, depot"
878,大人,dàrén,"grownup, adult, milord, respectful salutation for one's seniors/, grown-up, respectful salutation for one's parents, Your Excellency, panjandrum, Highness, respectful salutation for one's parents/seniors/etc., Tuan, Bahadur, bahadur, sahib"
879,机器,jīqì,"enginery, life, machinery, machine, plant, apparatus, engine, gizmo"
880,不得,bùdé,"must/may not, not be allowed"
881,桥,qiáo,"backbend, fret, span, pons, pier arch, bridge, spar"
882,以下,yǐxià,the following
883,幅,fú,"vector, width of cloth, size, piece, m.[general],"
884,公分,gōngfēn,m.[standard]
885,失败,shībài,"be defeated, fail, lose"
886,真实,zhēnshí,"true, real, authentic, factual"
887,主张,zhǔzhāng,"advocate, stand for, maintain, hold"
888,外面,wàimiàn,"surface, outward appearance, without, outside, exterior"
889,首,shǒu,det.: first
890,直,zhí,"directly, straight, continuously, just, simply"
891,真实,zhēnshí,"true, real, authentic, factual"
892,车子,chēzi,vehicle
893,星期,xīngqí,"Sunday, week"
894,表面,biǎomiàn,"crust, superficial, facing, show, exterior, obverse, rind, face, superficies, top, outside, appearance, facade, surface, bosom, window dressing"
895,纽约,niǒuyuē,New York (city in American)
896,做法,zuòfǎ,"way of doing sth., modus_operandi, practice, manner, method, making sth., way of making sth., shtick, way, way of doing, way of doing/making sth., personal manner"
897,创意,chuàngyì,"create new meanings, get-up-and-go, unique idea, new idea"
898,台中,táizhōng,Taichung (big city in Taiwan)
899,乃,nǎi,therefore
900,构成,gòuchéng,"constitute, form, compose, make up"
901,网际,wǎngjì,internet
902,怎么办,zěnmebàn,what should someone do?
903,事务,shìwù,"pursuit, shebang, routine, affair, work, concern, general affairs, desk, business, matter, transaction"
904,眼前,yǎnqián,before one's eyes
905,构成,gòuchéng,"constitute, form, compose, make up"
906,警察,jǐngchá,"police officer, cop, trooper, bluecoat, finest, jack, peon, policeman, police force, constable, policemen, flattie, fuzz, constabulary, shamus, bull, bobby, robert, copper, tipstaff, rozzer, flatfoot, john, peeler, Vopo, law, runner, officer, gumshoe, pig, police, the police, beetle-crusher, flic"
907,个性,gèxìng,"kidney, specific property, personalism, fibre, individuation, personhood, particularity, fiber, character, individual character, self-identity, mentality, idiosyncrasy, spirit, individuality, individualism, selfhood, personality"
908,研究院,yánjiùyuàn,"research institute, academy"
909,意愿,yìyuàn,"will, wish, desire, inclination, aspiration, request, pleasure"
910,视讯,shìxùn,"visual signal, video, display"
911,体制,tǐzhì,"frame, organization, system of organization, framework, system, apparatus, framing, organisation"
912,经济部,jīngjìbù,Ministry of Economic Affairs
913,感受,gǎnshòu,"perception, sentiment, mood"
914,负责人,fùzérén,"sponsor, point man, leading cadre, person in charge, undertaker, keeper"
915,阳光,yángguāng,"sunray, shine, sun, sunlight, sunshine, sunbeam"
