,Simplified,Pinyin,Meaning
966,要,yào,"demand, request "
968,脸,liǎn,"map, mug, kisser, puss, visage, snoot, frontispiece, pan, smiler, mazzard, mush, facial, countenance, phiz, figurehead, face, physiognomy, front, human face "
970,通过,tōngguò,"adopt, pass, carry (motion/legislation)"
971,建议,jiànyì,"propose, suggest, recommend"
972,工具,gōngjù,"stock-in-trade, instrumentality, instrument, ministry, hand_tool, escalator, creature, utensil, material, gear, pawn, lobster-joint, cat's-paw, kit, apparatus, tool, appurtenances, paraphernalia, means, wood, tackle, implement, medium, lever, outfit"
973,作业,zuòyè,"school assignment, work, task, operation, production"
974,达,dá,"lead, attain, extend, amount to, ryke, express, attainment, inform, reach"
975,节目,jiémù,"item, item (on program), programme, act, telecast, number, program"
976,智慧,zhìhuì,"lore, sapiency, sconce, wit, intelligence, gumption, savvy, wiseness, soundness, wisdom, grey_matter, sapience"
977,来自,láizì,"come from, originate from, come, stem/originate from, attach_to, stem, come/stem/originate from, hail"
978,而,ér,conj.: and 
980,变化,biànhuà,"change, transformation"
981,同样,tóngyàng,"same, equal, similar"
982,形式,xíngshì,"circumstance, form, kind, modality, reading, interpretation, variety, shape, embodiment, species, mode, version, sort"
983,站,zhàn,to stand 
985,以为,yǐwéi,"imagine, think/believe/consider erroneously, treat, deem, believe, suspect, suppose, consider erroneously, repute, animadvert, esteem, trow, speak up, feel, count, believe/consider erroneously, calculate, view as, guess, ween, look, expect, think erroneously, think, hold, opine, interpret, sound off, take_for, consider, take for"
986,健康,jiànkāng,"healthy, sound"
987,担任,dānrèn,"hold the post of, take charge of, assume, take_charge, fill, shoulder, adopt, skipper, assume the office of, assume office of, act_as, take, act as, play, undertake, take over, take on"
988,人口,rénkǒu,population
989,规划,guīhuà,"program, plan"
990,刚,gāng,"exactly, only a short while ago, just now, barely, only just, just "
992,特殊,tèshū,"exceptional, special, particular; peculiar, distinctive"
993,原来,yuánlái,"originally, formerly"
994,道,dào,"say, speak, talk, think, suppose "
996,分,fēn,"separate, distinguish, differentiate, discriminate "
998,传统,chuántǒng,"rule, patrimony, legacy, custom, heritage, convention, conventionality, routine, normal practice, common practice, tradition"
999,总是,zǒngshì,always
1000,前往,qiánwǎng,"depart, cruise, go_to, go, leave, go to, proceed to, pay, seek, leave for"
1001,投资,tóuzī,investment
1002,加强,jiāqiáng,"strengthen, augment, reinforce"
1003,不断,búduàn,"unceasingly, continuously"
1004,对象,duìxiàng,"boy/girl friend, mate, fair game, boy friend, prey, boy, object, quarry, target, girl friend, catch, match"
1005,追求,zhuīqiú,"seek, pursue, woo, court"
1006,加上,jiāshàng,conj.: in addition (to)
1007,比,bǐ,"compare, contrast, emulate, draw analogy "
1009,思考,sīkǎo,"ponder over, reflect on"
1010,制作,zhìzuò,"make, manufacture"
1011,台北市,táiběishì,capital of Republic of China on Taiwan
1012,取得,qǔdé,"gain, acquire, obtain"
1013,出来,chūlái,"come forward, issue, come up, step up, step to the fore, out (toward one), come_out, pop out, come out, rise, come to the fore, step forward, emergence, come forth, emerge"
1014,加入,jiārù,"join, accede to"
1015,台,tái,short for Taiwan 
1017,安排,ānpái,"arrange, plan, fix up, provide (meals/etc.)"
1018,儿童,értóng,"kid, nipper, enfant, tyke, youngster, small fry, minor, shaver, nestling, tike, child, chit, fry, children, infant, tiddler, small-fry"
1019,国中,guózhōng,"middle school, junior high school"
1020,范围,fànwéi,"demesne, latitude, shot, compass, extensity, panorama, parameter, boundary, arena, stretch, territory, radius, spectrum, scope, extension, sphere, orbit, circumscription, limits, purview, grasp, extent, region, space, limit, hemisphere, horizon, envelope, bounds, realm, terrain, tether, sphere of influence, range, circuit, domain, precinct, reach, area, length, spread, bailiwick, ambit, con"
1021,老人,lǎorén,"oldster, ancient, old woman, crock, one's aged parents or grandparents, old man/woman, one's aged parents/grandparents, Sir, old person, gaffer, pop, one's aged parents, the aged/old, old_man, senior_citizen, oldie, greybeard, old man, graybeard, old, grandparents, the old, the aged, senior citizen, old_boy, old boy, woman, old-timer, old man or woman, one's aged grandparents"
1022,双方,shuāngfāng,"both, the two parties, two parties, both sides"
1023,牠,tā,it (animal) 
1025,北京,běijīng,"capital of Red China, Beijing, Peking, Beijing (Peking), Peiping"
1026,年轻,niánqīng,"junior, young"
1027,结束,jiéshù,"end, close, conclude"
1028,教,jiāo,teach 
1030,程式,chéngshì,"formula, instruction, computer programme, pattern, form, modality, subprogram, routine, programme, course, function, subroutine, procedure, mode, order, sequence, computer program, program"
1031,妇女,fùnǔ,"feme, womankind, female, femininity, cummer, woman, femme, quean, bevy, matron, toots, womanhood, feminine, womenfolk, women"
1032,找到,zhǎodào,"light upon, find, discover, run_down, founded, regain, strike, come upon, come across, run down, trace, turn_up, happen upon, get, chance on, chance upon"
1033,彼此,bǐcǐ,"each other, one another, I/me too"
1034,全球,quánqiú,"global, whole world"
1035,成本,chéngběn,cost
1036,回到,huídào,"remount, retour, recur, turn back, regress, regain, revert, go_back, return to, return, go back to"
1037,部,bù,m.[general] 
1039,而已,éryǐ,particle: imparting finality (that's all)
1040,之下,zhīxià,"under the condition of, under, beneath, below"
1041,等,děng,wait 
1043,变,biàn,"change, transform"
1044,期间,qíjiān,"length, period, time period, amount of time, duration, course, interim, period of time, time, standing, chapter, tract, space, term, streak, efflux"
1045,非,fēi,not 
1047,小姐,xiǎojiě,"Signorina, Senorita, senorita, signorina, young_lady, damosel, Dona, mum, young lady, damoiselle, missy, tootsy, demoiselle, damsel, Miss, Fraulein, miss, sheila, sister, toots, senhorita, damozel, Ladyship, ladyship, Mademoiselle, mademoiselle"
1048,整体,zhěngtǐ,"integrity, allness, entirety, integer, integral, monolith, entireness, ensemble, wholeness, entire, tout ensemble, whole, totality, unity"
1049,采用,cǎiyòng,"invoke, admit, assume, adoptive, use, adopt, select for use, embrace, accept, employment, take, introduce, take up, take_on, take over, take on, borrow, employ, adoption"
1050,根本,gēnběn,"at all, utterly"
1051,叫,jiào,to be called 
1053,欧洲,ōuzhōu,Europe
1054,正在,zhèngzài,"course of, be, be in process"
1055,加以,jiāyǐ,handle; treat (used before polysyllabic verbs or verbal nouns)
1056,充满,chōngmǎn,"swarm, be brimming, inhabit, be brimming with, teem, crawl, fill, lard, pullulate with, brim, be permeated with, bathe, be filled with, permeated with, abound in, implement, exuberate, fill up, flow, abound, burst, perfuse, foam, bristle, crackle, inform, pervade, be imbued with, simmer, glut, teem in, permeate, congest, be full of, reek, charge, suffuse, pullulate, overfill, swell"
1057,系列,xìliè,"succession, set, spectrum, course, train, series"
1058,随着,suízhe,"along with, in the wake of, in pace with"
1059,早,zǎo,"early, long ago, in advance, beforehand, prematurely "
1061,等等,děngděng,"conj.: and so on, etc"
1062,颇,pǒ,"pretty, quite an, very, quite, jolly, fearfully, quite a, molto, middling, considerably, greatly"
1063,不足,bùzú,"not be enough, not be worth (doing sth.), cannot, should not"
1064,总,zǒng,"always, invariably, anyway, after all, inevitably, sooner or later "
1066,分析,fēnxī,analyze
1067,深,shēn,"deepen, penetrating, profound, deep, dark "
1069,报告,bàogào,"report, speech, (student) term paper"
1070,不错,búcuò,"not bad, pretty good;correct, right"
1071,在于,zàiyū,"be at, on, lie, in, depend on, lie_in, rest with, lie in, be determined by, consist_in, consist in"
1072,旁,páng,"side, by the side of, other "
1074,笑,xiào,"smile, laugh "
1076,故,gù,"conj.: hence, so, therefore, as a result"
1077,消费者,xiāofèizhě,"customer, buyer, consumer"
1078,意识,yìshì,"consciousness, witting, sensibility, conscious, conscience, ideology, awareness, subconscious, mentality"
1079,公尺,gōngchǐ,m.[standard]
1080,民族,mínzú,"tribe, citizenry, ethnos, ethnic minority/group, race, nationality, group, Volk, nation, folk, people, ethnic group, ethnographer, family, ethnic minority"
1081,为主,wéizhǔ,give first place to
1082,大众,dàzhòng,"the broad masses, roughscuff, the public, herd, concourse, commonality, riffraff, masses, commonness, the masses, throng, multitude, commonage, commonalty, plebeian, plebs, horde, the people/masses, community, the people, million, mass, public"
1083,到底,dàodǐ,"to the end, at last, after all"
1084,愿,yuàn,"will, wish, may, desire"
1085,度,dù,m.[activity]
1086,大概,dàgài,"chiefly, if not, perchance, approximately, believably, maybe, presumably, plausibly, almost, conceivably, most likely, assumedly, ablings, likely, perhaps, probably, supposedly, ablins, credibly, assumably, belike"
1087,对方,duìfāng,"other party, the other party, fellow, party, other side, adversary, other side/party"
1088,官员,guānyuán,"beg, official, mandarinate, administrative official, office-bearer, officer, bureaucrat, placeman, federal agent, government officials, agent, officialism, functionary, director, officeholder, officialdom, myrmidon"
1089,发表,fābiǎo,"voice, enounce, enunciate, publish, free, sound, announce, pronounce, deliver, circulation, put_out, release, issue, vend, circularize, give, give_out, denote, present, circulate, publicize, blazon, promulgate, mouth"
1090,进一步,jìnyībù,go step further
1091,自由,zìyóu,"free, unrestrained"
1092,正确,zhèngquè,"correct, true, exact, proper, right"
1093,丰富,fēngfù,"rich, abundant, plentiful"
1094,国民党,guómíndǎng,"Kuomintang, Nationalist Party, Kuomintang (KMT)"
1095,战争,zhànzhēng,"war, warfare"
1096,怎么样,zěnmeyàng,How are things?
1097,只好,zhǐhǎo,"can only, have no choice but, have to, be forced to"
1098,明显,míngxiǎn,"clear, obvious"
1099,改革,gǎigé,reform
1100,表达,biǎodá,"express, convey, voice"
1101,肯定,kěndìng,"affirm, approve, regard as positive"
1102,强,qiáng,"strong, powerful, vigorous, better, slightly more than, plus "
1104,高兴,gāoxìng,"glad, happy, cheerful, merry, pleased"
1105,哪,nǎ,det.: which 
1107,树,shù,"wood, Ruptiliocarpon caracolito, tree, arbor, Surname, caracolito "
1109,适合,shìhé,"qualify, conform, fit, go, befit, quadrate, will, accord, tailor, beseem, serve, comport, gee, answer, become, fit_in, service, pertain, like, accommodate, agree, belong, characterize, make, suit, match"
1110,茶,chá,tea 
1112,别,bié,don't 
1114,国外,guówài,overseas
1115,关心,guānxīn,be concerned about
1116,苏联,sūlián,"Russia, Soviet, USSR, Soviet Union"
1117,成绩,chéngjī,"execution, carrying into action, achievement, result, showing, carrying out, performance, grade, success, doing, batting average"
1118,人物,rénwù,"character, persona, original, spirit, figure painting, character in literature, figure, person in literature, person, fish, personage, personality"
1119,听到,tīngdào,hear
1120,创造,chuàngzào,"create, produce, bring about"
1121,不必,búbì,"need not, not have to"
1122,不论,búlùn,conj.: no matter how/who/what/etc.
1123,尚,shàng,"still, yet, fairly, rather "
1125,居民,jūmín,"municipality, population, citizen, denizen, townie, people, dweller, populace, residenter, resident, towny, inhabitant, habitant, liver"
1126,不管,bùguǎn,"conj.: no matter, regardless of"
1127,美丽,měilì,beautiful
1128,伊拉克,yīlākè,"Al-Iraq, Iraq, Irak"
1129,带来,dàilái,"bring, redound, impart, bring_on, bring on, express, fetch, lend, convey, contribute, bring about, bestow, carry, bring oneself, add, usher, incur, land"
1130,有,yǒu,there is/are
1131,般,bān,"way, kind, variety, sort"
1132,永远,yǒngyuǎn,"e'er, always, for_good, evermore, ever, forever"
1133,感情,gǎnqíng,"warmheartedness, reticence, sensation, affection, susceptibility, feeling, feelings, heart, affective, withers, expression, tenderness, emotion, sentiment, fondness, soul, affectionateness, soulfulness, passion"
1134,儿子,érzi,"son, male offspring, boy"
1135,这样子,zhèyàngzi,"so, such, like this, this way"
1136,起,qǐ,[aspect] 
1138,全部,quánbù,"lot, aggregate, all, gross, entirety, allness, shebang, caboodle, complete, bunch, sum, total, gamut, entire, det.: all, totality, whole, everything"
