,Simplified,Pinyin,Meaning
941,统合,tǒnghé,"unified, synthesized"
942,填写,tiánxiě,fill in a form
943,族人,zúrén,"clan members, relatives"
944,统合,tǒnghé,"unified, synthesized"
945,寒,hán,"shiver, cold"
946,遊玩,yóuwán,"amuse oneself, play, go sight-seeing, stroll about"
947,唤起,huànqǐ,"arouse, call, recall"
948,买进,mǎijìn,"buy, purchase"
949,纯粹,chúncuì,"unmixed, unalloyed, pure, unadulterated"
950,财力,cáilì,financial resources
951,缺陷,quēxiàn,"gap, deficiency, trouble, flaw, blemishment, blemish, shortage, limitation, incapacity, defect, shortcoming, deformity, defacement, drawback, disfigurement, disadvantage"
952,终生,zhōngshēng,all one's life
953,做饭,zuòfàn,"do the cooking, prepare a meal, prepare meal"
954,顶,dǐng,"gore, butt, go against, push from below/behind, retort, turn down"
955,有益,yǒuyì,"profit, benefit, conduce, advantageous, be helpful, conducive, subserve, avail, suit"
956,海运,hǎiyùn,"sea transportation, ocean shipping"
957,安徽,ānhuī,Anhui (province)
958,威尼斯,wēinísī,"Venezia, Venice"
959,流水,liúshuǐ,"presto, turnover, flowing water, turnover (in business), flowing/running water, flowing, running water"
960,借用,jièyòng,"use sth. for another purpose, have the loan of, use ... for another purpose, borrow"
961,修理,xiūlǐ,"repair, mend, fix"
962,污水,wūshuǐ,"slops, sewage, wastewater, sewerage, waste water, drainage, sewer water, slop, foul water, polluted water, waste, effluent"
963,西方人,xīfāngrén,"Westerner, westerner, Hesperian, Western, western people"
964,在座,zàizuò,be present
965,折,zhé,m.[general]
966,言行,yánxíng,words and deeds
967,佳绩,jiājī,"good result, high score"
968,多采多姿,duōcǎiduōzī,varied and graceful
969,有事,yǒushì,"be occupied/busy, if problems arise"
970,修理,xiūlǐ,"repair, mend, fix"
971,用到,yòngdào,used in
972,走去,zǒuqù,walk to
973,大溪,dàxī,Da xi
974,代为,dàiwéi,run things for someone
975,加盟,jiāméng,align
976,凸显,túxiǎn,"relieve, to make prominent or effective by contrast"
977,上场,shàngchǎng,"appear on the stage, enter, appear, enter the playing court, enter the playing field, enter the stage, appear on stage"
978,加盟,jiāméng,align
