,Simplified,Pinyin,Meaning
954,精品,jīngpǐn,"plum, showpiece, fine work, quality goods, top quality article, article of fine quality"
955,废物,fèiwù,"crap, plug, wastage, dreg, crock, garbage, weed, riffraff, obsolete, ejecta, trashery, rubbish, trash, cur, chaff, offal, food waste, recrement, rejectamenta, waste matter, lumber, sullage, write-off, waste material, sordes, dud, good-for-nothing, black sheep, culch, ruck, wastefulness, slag, scapegrace, dissipation, cultch, raffle, flotsam, dreck, off-scum, no-account, waste, offscouring"
956,截,jié,m.[proximation]
957,德国人,déguórén,German
958,预赛,yūsài,preliminary contest
959,缔造,dìzào,"found, create"
960,疗效,liáoxiào,curative effect
961,嫌疑,xiányí,"cloud, suspicion"
962,声浪,shēnglàng,clamor
963,巨星,jùxīng,"giant, giant star, superstar"
964,生计,shēngjì,"livelihood, keep, gelt, means of livelihood, bread and butter, maintenance, life, shekels, subsistence, support, lucre, dinero, dough, bread, moolah, cabbage, kale, pelf, loot, sustenance, living"
965,申办,shēnbàn,apply for
966,体坛,tǐtán,sports circles
967,宝岛,bǎodǎo,"treasured island, Taiwan"
968,礼服,lǐfú,"ceremonial robe, plumage, trappings, ceremonial dress, tux, robe, full_dress, black tie, full dress, gown, ceremonial robe or dress, dress, ball gown, dinner jacket, vestment, ceremonial robe/dress, formal attire, tuxedo, full-dress"
969,归来,guīlái,"come back, be back, return, go back to"
970,必要性,bìyàoxìng,"essentialness, essentiality, necessity"
971,扩建,kuòjiàn,extend (factory/mine/etc.)
972,不幸,búxìng,misfortune
973,续集,xùjí,"continuation (of a book), sequel"
974,猎物,lièwù,"bag, game, quarry, venery, prey"
975,转机,zhuǎnjī,turn for better
976,籤,qiān,lot
977,摄影师,shèyǐngshī,"photographer, cameraman"
978,罗浮宫,luófúgōng,Louvre_Museum
979,开战,kāizhàn,"make war, battle against"
980,罐头,guàntóu,"tin, can, canned goods"
981,生平,shēngpíng,"life, all one's life, all one's life (of deceased)"
